fileName,cleanTitle,url,date,size,genre,rating,coverSearchUrl_thegamesdb,thegamesdbGamePage,thegamesdbDescription
Destroy All Humans! 2 (USA).zip,Destroy All Humans! 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Destroy%20All%20Humans%21%202%20%28USA%29.zip,30-Mar-2022 06:18,1.9 GiB,Action,8.4,https://thegamesdb.net/search.php?name=Destroy%20All%20Humans%21%202&platform=11,https://thegamesdb.net/game.php?id=4282,"The game is set in 1969, 12 years after the original. The game begins with a KGB slide show meeting showing that the main character from Destroy All Humans!, Cryptosporidium-137, is now deceased for unknown reasons. His clone, Cryptosporidium-138 (Crypto for short), made of more pure furon DNA, is now taking his place and continuing to pose as the United States President. KGB intelligence reveals that Crypto-138 is the first and only Furon to have genitalia, referred to only as ""The Package"". Seeing the furons as a threat to the Soviet Union, the KGB destroy the furon mothership with a nuclear missile. Destroy All Humans! 2 has a co-op multiplayer mode, so the player can play through the story mode, free roam together and minigames, such as PK Tennis and Duel, with a friend."
Devil May Cry (USA).zip,Devil May Cry,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Devil%20May%20Cry%20%28USA%29.zip,28-Mar-2022 14:53,2.1 GiB,Action,8.8,https://thegamesdb.net/search.php?name=Devil%20May%20Cry&platform=11,https://thegamesdb.net/game.php?id=113320,"Devil May Cry is a 2001 action-adventure game developed by Capcom Production Studio 4 and published by Capcom. Released from August to December, originally for the PlayStation 2, it is the first installment in the Devil May Cry series. Set in modern times on the fictional Mallet Island, the story centers on Dante, a demon hunter who uses his business to carry out a lifelong vendetta against all demons. He meets a woman named Trish who takes him on a journey to defeat the demon lord Mundus, who is responsible for the deaths of Dante's brother and mother. The story is told primarily through a mixture of cutscenes, which use the game engine and several pre-rendered full motion videos. The game is very loosely based on the Italian poem Divine Comedy by the use of allusions, including the game's protagonist Dante (named after Dante Alighieri) and other characters like Trish (Beatrice Portinari) and Vergil (Virgil). The game was originally conceived by Capcom developers as Resident Evil 4. Due to the staff feeling it would not fit the Resident Evil franchise, the project became its own title. Several gameplay elements were also inspired by a bug found in Onimusha: Warlords. Devil May Cry received prominent coverage in the video game media due to the impact it had in the action-adventure genre, its high difficulty, and the high overall scores given to it by professional reviewers. The game has sold more than three million copies, spawned multiple sequels and a prequel, and is considered among the greatest video games of all time."
"Devil May Cry 3 - Dante's Awakening (USA) (En,Ja) (Special Edition).zip",Devil May Cry 3 - Dante's Awakening,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Devil%20May%20Cry%203%20-%20Dante%27s%20Awakening%20%28USA%29%20%28En%2CJa%29%20%28Special%20Edition%29.zip,30-Mar-2022 10:08,3.3 GiB,Action,9.0,https://thegamesdb.net/search.php?name=Devil%20May%20Cry%203%20-%20Dante%27s%20Awakening&platform=11,https://thegamesdb.net/game.php?id=111133,"Devil May Cry 3: Dante's Awakening is a 2005 action-adventure game developed and published by Capcom. The game is a prequel to the original Devil May Cry, featuring a younger Dante. Set a decade before the events of the first Devil May Cry in an enchanted tower, Temen-ni-gru, the story centers on the dysfunctional relationship between Dante and his brother Vergil. The game introduces combat mechanics with an emphasis on combos and fast-paced action. The story is told primarily in cutscenes using the game's engine, with several pre-rendered full motion videos. Devil May Cry 3 was released in February and March 2005 for the PlayStation 2 and ported to Microsoft Windows in June and October 2006. It was widely praised by critics, hailing it as a return to form for the series, yet did receive some criticisms for its high level of difficulty in the North American release. It was re‐released in 2006 as Devil May Cry 3: Special Edition, featuring retooled difficulty levels, the addition of mid-mission checkpoints, ""GOLD mode"", and Vergil as a playable character. Combined sales of both versions were over 2.3 million. It has been cited as one of the greatest video games of all time. A 2005 manga prequel to Devil May Cry 3's storyline was published in Japan and later the United States. Gameplay Man dressed in red, shooting in a dimly lit room Dante firing Ebony and Ivory at an opponent. The gameplay in Devil May Cry 3 consists of levels, missions, in which players battle enemies, carry out platforming tasks and solve puzzles to progress through the story. The player's performance in each mission is graded from D through C, B and A, with top marks of S and SS. Grades are based on time taken to complete a mission, the number of red orbs (currency obtained from defeated enemies) gathered, ""stylish"" combat, item usage and damage received. The games tracks stylish combat by an on-screen gauge, which is the performance of a series of attacks (""combos"") while avoiding damage. The longer a player attacks without repetition and evades damage, the higher the score. The gauge registers ""Dope"" after a few attacks, progressing through ""Crazy"", ""Blast"", ""Alright"", ""Sweet"", ""SShowtime"" to peak at ""SSStylish"". If Dante receives damage, the style rating falls; if the gauge is ""Crazy"" or below, it will reset. Devil May Cry 3's battle system allows a player to link attacks, with each weapon having a set number of attacks. Devil Trigger is a mechanic which enables the player's character to assume a demonic form. This alters the character's appearance, increases attack and defense, restores health and enables special attacks. This is a departure from the previous titles, where Dante draws power from weapons and items he procures throughout the game. The Devil Trigger state lasts as long as there is energy in the Devil Trigger gauge; the gauge rises by attacking or taunting enemies in normal mode, and falls when using the Devil Trigger transformation or other abilities using Devil Trigger power. The Devil Trigger mode is not available to Dante until one-third of the way through the game, while Vergil, playable in the special edition, has the ability at the outset. The other major difference from previous Devil May Cry games is Devil May Cry 3's combat system, which allows a player to choose one of Dante's four combat styles; each style has a different focus and techniques. Dante can switch between all four equipped weapons (two guns, two melees) on the fly, allowing for far greater combat freedom and variety than in previous Devil May Cry games. Style selection is available at checkpoints and at the beginning of each level. The styles are ""Trickster"", for dodging and agility; ""Swordmaster"", with abilities for swords and other weapons; ""Gunslinger"", with firearms techniques; and ""Royal Guard"", which allows a player to repel attacks with a button press (storing energy for retaliation). Later in the game, two additional styles become unlocked: ""Quicksilver"", slowing enemies, while the character attacks at normal speed; and ""Doppelgänger"", which creates a shadow double who fights alongside Dante. A second player may control the shadow double by pressing ""Start"" on a second controller. A two-player mode, similar to the Doppelgänger style, is accessible while Dante and Vergil battle Arkham.[6] In the special edition Vergil has another style, ""Dark Slayer"", which is similar to Trickster. The Devil May Cry 3: Special Edition version of the game makes some changes to the gameplay. Along with making Vergil a playable character, other changes included an additional survival mode called ""Bloody Palace"" (which originally appeared in the second game) with 9,999 levels; a Jester fight early in the game, with optional fights later; a ""Turbo Mode"", increasing game speed by 20 percent; an easier GOLD mode ""continue"" feature, allowing a player to revive a character or restart a lost fight, and rebalanced difficulty levels. Vergil's gameplay differed from Dante's; although Dante was weaker than Vergil in terms of skills and combos, he was easier to control. Because of the game's space limitations, not all of Vergil's moves were included in the special edition. Vergil has one style, ""Dark Slayer"" (similar to Dante's ""Trickster"" style), with evasive maneuvers which can be leveled-up twice like Dante's four styles. He has three weapons: a katana known as Yamato, Beowulf gauntlets and greaves and the Force Edge broadsword. Vergil has two ranges of attack: ""Summoned Swords"" (creating magical swords for a variety of effects) and ""Judgment Cut"" (creating spheres of force). The new boss is Jester, a character encountered several times in first-edition cutscenes but not fought. In Devil May Cry 3: Special Edition, he is a boss who may be fought three times. The Nintendo Switch version of Devil May Cry 3: Special Edition added the ability to switch between styles at any point during combat. Plot See also: Characters of Devil May Cry Devil May Cry 3 starts with Dante's yet-unnamed shop. A mysterious man, Arkham, arrives with an invitation from Dante's brother Vergil in the form of a demonic attack. After Dante defeats a group of demons, a huge tower erupts from the ground nearby, eclipsing the sprawling city surrounding it. Sensing that Vergil is on top of the structure, Dante interprets this as a challenge. He begins fighting more demons during his journey, some of which become his weapons once defeated. Dante is attacked by a woman on a motorcycle who turns out to be Mary, Arkham's daughter, who wants revenge on her father for causing her mother's death. It is revealed that Arkham works for Vergil; they plan to take Dante's half of their mother's amulet and use its power on the tower to connect the human and demonic worlds. After a number of battles and an encounter with a being named Jester, Dante reaches the tower's summit and battles Vergil. Vergil defeats Dante by stabbing him with his own sword, Rebellion, steals his amulet and leaves. Dante's blood releases a seal on Rebellion, causing Dante's dormant demonic powers to emerge, and he sets out in pursuit, only to be swallowed by a giant whale-like demon. After escaping from the beast, Dante catches Vergil in a control room in the tower's basement, where Vergil cannot reactivate the tower. The brothers fight again, until they are interrupted by Mary and Jester. Jester reveals himself to be Arkham, who has manipulated them all to reactivate the tower in order to reach the demonic world. There he plans to steal the Force Edge, the dormant form of Sparda's sword with his power, using it to rule a demon-infested Earth. The tower transforms as the spell is broken; Arkham is carried to the summit, and Vergil disappears in the confusion. Dante battles his way back up the tower, fighting Mary for the right to pursue Arkham. He is victorious, and Mary lends him her most powerful weapon. Reaching the summit, Dante crosses to the demonic world and catches Arkham, who has by now assumed Sparda's demonic form. Overwhelmed by power, Arkham transforms into a blob-like creature and attacks Dante. During their fight, Vergil reappears, and the brothers work together to expel Arkham from the demonic world. Weakened, Arkham lands on the tower where Mary finds him. She renounces her name and calls herself Lady, a nickname given to her by Dante because she refused to tell him her name, before killing him. In the demonic world, Dante and Vergil fight for ownership of the Force Edge and the amulet halves. After Vergil's defeat, he remains as the portal closes, vanishing with his half of the amulet. Dante meets Lady outside the tower. They become friends and begin a partnership as demon-slayers; Dante ends up naming his shop ""Devil May Cry"". A scene after the credits shows Vergil in the demonic world, weak but determined, as he charges into battle against his father's old foe Mundus."
Disgaea - Hour of Darkness (USA) (Trade Demo).zip,Disgaea - Hour of Darkness,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Disgaea%20-%20Hour%20of%20Darkness%20%28USA%29%20%28Trade%20Demo%29.zip,20-Jul-2025 07:53,545.1 MiB,RPG,8.8,https://thegamesdb.net/search.php?name=Disgaea%20-%20Hour%20of%20Darkness&platform=11,https://thegamesdb.net/game.php?id=7216,"After a two-year sleep, Prince Laharl awakens to find his father, King Krichevskoy, dead and the Netherworld in the middle of a civil war over who takes the throne. Not willing to give up his rightful place as the next king, Laharl joins with his subordinate Etna and her underlings to fight back. In a similar style to Final Fantasy Tactics and Ogre Battle, Disgaea is a combination of RPG myth and magic with a turn-based strategy overview. Various menu systems open you up to strategies, weapons and technology, as well as a magic spell or two, to get the job done."
Disgaea 2 - Cursed Memories (USA).zip,Disgaea 2 - Cursed Memories,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Disgaea%202%20-%20Cursed%20Memories%20%28USA%29.zip,30-Mar-2022 03:32,1.0 GiB,RPG,8.6,https://thegamesdb.net/search.php?name=Disgaea%202%20-%20Cursed%20Memories&platform=11,https://thegamesdb.net/game.php?id=7215,"In order to lift the curse placed upon the inhabitants of Veldime 15 years prior, the protagonist's mother attempts to summon the evil Overilord Zenon so that her son Adell can defeat him and lift the curse. Instead his daughter, Rozalin is summoned, and Adell commits to returning her home to her father, as well as to defeating her father when they find him. The game is a turn-based strategy RPG in the vein of Final Fantasy Tactics. Classes gain abilities by gaining character levels, and can level up those abilities through use. New items and equipment can be bought or won in battle, and can be powered up up by entering and winning battles inside a given item. Characters can also ""gang up"" on enemies by performing combos that are activated by positioning other characters near an attacking character. This action only uses the attacking character's turn, leaving the others free to attack again. Clever coordination can have characters attacking quite a few times per turn. New characters can be created (or even reborn as other classes or just more powerful versions of the same class) by petitioning (or even bribing with special items) the Dark Assembly with ""Mana"" you earn by defeating enemies."
Dragon Ball Z - Budokai (USA).zip,Dragon Ball Z - Budokai,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%20%28USA%29.zip,29-Mar-2022 08:10,770.1 MiB,Fighting,8.2,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai&platform=11,https://thegamesdb.net/game.php?id=7223,"All the power of DBZ is yours. A Hall of Fame cast of the greatest DBZ, DBGT and DBZ movie characters meet for first time for some of the fastest paced, highest intensity battles ever seen. New abilities include, for the first time on PlayStation 2, the ability to fly at will in a DBZ fighting game. Pummel your foes on the ground and in the air. In North America, an exclusive re-release package of the game (for the PlayStation ""Greatest Hits"" line) was released. It contained extras not included in the original black label release. This special version includes an unlockable bonus feature that lets you listen to the original Japanese voice over cast, as well an additional unlockable costume for Goku, Piccolo, and Trunks. It also uses the original Japanese cover art for the case."
Dragon Ball Z - Budokai 2 (USA).zip,Dragon Ball Z - Budokai 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%202%20%28USA%29.zip,30-Mar-2022 01:47,494.0 MiB,Fighting,7.9,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai%202&platform=11,https://thegamesdb.net/game.php?id=7223,"All the power of DBZ is yours. A Hall of Fame cast of the greatest DBZ, DBGT and DBZ movie characters meet for first time for some of the fastest paced, highest intensity battles ever seen. New abilities include, for the first time on PlayStation 2, the ability to fly at will in a DBZ fighting game. Pummel your foes on the ground and in the air. In North America, an exclusive re-release package of the game (for the PlayStation ""Greatest Hits"" line) was released. It contained extras not included in the original black label release. This special version includes an unlockable bonus feature that lets you listen to the original Japanese voice over cast, as well an additional unlockable costume for Goku, Piccolo, and Trunks. It also uses the original Japanese cover art for the case."
Dragon Ball Z - Budokai 3 (USA) (Greatest Hits).zip,Dragon Ball Z - Budokai 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%203%20%28USA%29%20%28Greatest%20Hits%29.zip,29-Mar-2022 21:27,1.6 GiB,Fighting,8.6,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai%203&platform=11,https://thegamesdb.net/game.php?id=7223,"All the power of DBZ is yours. A Hall of Fame cast of the greatest DBZ, DBGT and DBZ movie characters meet for first time for some of the fastest paced, highest intensity battles ever seen. New abilities include, for the first time on PlayStation 2, the ability to fly at will in a DBZ fighting game. Pummel your foes on the ground and in the air. In North America, an exclusive re-release package of the game (for the PlayStation ""Greatest Hits"" line) was released. It contained extras not included in the original black label release. This special version includes an unlockable bonus feature that lets you listen to the original Japanese voice over cast, as well an additional unlockable costume for Goku, Piccolo, and Trunks. It also uses the original Japanese cover art for the case."
Dragon Ball Z - Budokai Tenkaichi (USA).zip,Dragon Ball Z - Budokai Tenkaichi,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi%20%28USA%29.zip,29-Mar-2022 19:58,2.3 GiB,Fighting,8.3,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi&platform=11,https://thegamesdb.net/game.php?id=35605,"The Most Explosive Fighting Game Ever! Unleash the power of more than 120 DBZ heroes and villains - more playable characters than any other fighting game - from Dragon Ball®, Dragon Ball® Z and Dragon Ball® GT Tips & Tricks ""the latest addition to the popular Budokai series can be summed up in three words: bigger, better, badder!"" • Live the complete adventure in a 60-hour enhanced story mode that covers the complete DBZ mythology. • Destroy 16 expansive battlefields with crushing blows and devastating power attack combinations. • Demolish your opponents with new moves and combinations, including in-game transformations, tag battles and vanishing attacks. *Above is the official description on the back cover Combining action, fighting and light role-playing game (RPG) elements, Dragon Ball Z: Budokai Tenkaichi 2 will send players into a rich story mode that spans the entire Dragon Ball, DBZ, and Dragon Ball GT series. The game takes the acrobatic and intense 3D flying and fighting dynamic made popular in last year's hit and takes it to a whole new level with over 100 playable characters, 15 vast and vibrant 3D destructible environments, and nine different game modes, including intense single and multiplayer battles."
"Dragon Ball Z - Budokai Tenkaichi 2 (USA) (En,Ja).zip",Dragon Ball Z - Budokai Tenkaichi 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi%202%20%28USA%29%20%28En%2CJa%29.zip,29-Mar-2022 04:50,1.6 GiB,Fighting,8.5,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi%202&platform=11,https://thegamesdb.net/game.php?id=35605,"The Most Explosive Fighting Game Ever! Unleash the power of more than 120 DBZ heroes and villains - more playable characters than any other fighting game - from Dragon Ball®, Dragon Ball® Z and Dragon Ball® GT Tips & Tricks ""the latest addition to the popular Budokai series can be summed up in three words: bigger, better, badder!"" • Live the complete adventure in a 60-hour enhanced story mode that covers the complete DBZ mythology. • Destroy 16 expansive battlefields with crushing blows and devastating power attack combinations. • Demolish your opponents with new moves and combinations, including in-game transformations, tag battles and vanishing attacks. *Above is the official description on the back cover Combining action, fighting and light role-playing game (RPG) elements, Dragon Ball Z: Budokai Tenkaichi 2 will send players into a rich story mode that spans the entire Dragon Ball, DBZ, and Dragon Ball GT series. The game takes the acrobatic and intense 3D flying and fighting dynamic made popular in last year's hit and takes it to a whole new level with over 100 playable characters, 15 vast and vibrant 3D destructible environments, and nine different game modes, including intense single and multiplayer battles."
"Dragon Ball Z - Budokai Tenkaichi 3 (USA) (En,Ja).zip",Dragon Ball Z - Budokai Tenkaichi 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi%203%20%28USA%29%20%28En%2CJa%29.zip,29-Mar-2022 16:19,1.8 GiB,Fighting,8.7,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Budokai%20Tenkaichi%203&platform=11,https://thegamesdb.net/game.php?id=35605,"The Most Explosive Fighting Game Ever! Unleash the power of more than 120 DBZ heroes and villains - more playable characters than any other fighting game - from Dragon Ball®, Dragon Ball® Z and Dragon Ball® GT Tips & Tricks ""the latest addition to the popular Budokai series can be summed up in three words: bigger, better, badder!"" • Live the complete adventure in a 60-hour enhanced story mode that covers the complete DBZ mythology. • Destroy 16 expansive battlefields with crushing blows and devastating power attack combinations. • Demolish your opponents with new moves and combinations, including in-game transformations, tag battles and vanishing attacks. *Above is the official description on the back cover Combining action, fighting and light role-playing game (RPG) elements, Dragon Ball Z: Budokai Tenkaichi 2 will send players into a rich story mode that spans the entire Dragon Ball, DBZ, and Dragon Ball GT series. The game takes the acrobatic and intense 3D flying and fighting dynamic made popular in last year's hit and takes it to a whole new level with over 100 playable characters, 15 vast and vibrant 3D destructible environments, and nine different game modes, including intense single and multiplayer battles."
Dragon Ball Z - Infinite World (USA).zip,Dragon Ball Z - Infinite World,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Infinite%20World%20%28USA%29.zip,28-Mar-2022 14:09,1.8 GiB,Fighting,7.8,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Infinite%20World&platform=11,https://thegamesdb.net/game.php?id=20820,"Dragon Ball Z: Infinite World combines all the best elements of previous Dragon Ball Z games, while boasting new features such as “Dragon Missions”, new battle types and drama scenes for fans to delve deeper than ever before into the Dragon Ball Z® universe. The new “Dragon Missions” Dragon Ball Z Infinite World include many famous scenes from the Dragon Ball Z series never before seen in a video game."
Dragon Ball Z - Sagas (USA).zip,Dragon Ball Z - Sagas,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Ball%20Z%20-%20Sagas%20%28USA%29.zip,30-Mar-2022 04:15,1.1 GiB,Fighting,6.5,https://thegamesdb.net/search.php?name=Dragon%20Ball%20Z%20-%20Sagas&platform=11,https://thegamesdb.net/game.php?id=87252,Japanese version of Dragon Ball Z Budokai.
Dragon Quest VIII - Journey of the Cursed King (USA).zip,Dragon Quest VIII - Journey of the Cursed King,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dragon%20Quest%20VIII%20-%20Journey%20of%20the%20Cursed%20King%20%28USA%29.zip,29-Mar-2022 14:08,2.9 GiB,RPG,9.1,https://thegamesdb.net/search.php?name=Dragon%20Quest%20VIII%20-%20Journey%20of%20the%20Cursed%20King&platform=11,https://thegamesdb.net/game.php?id=113401,"The game begins with the court jester of the kingdom of Trodain, Dhoulmagus, stealing an ancient scepter and casting a spell on Trodain castle. The spell turns the king, King Trode, into a troll; the princess, Medea, into a horse; and the rest of the castle’s inhabitants into plants. The only one left unaffected is the unnamed protagonist, a Trodain guard. The guard, King Trode, and Princess Medea set out on a quest to track down Dhoulmagus and break the spell. They are joined by Yangus, a bandit whose life the hero saves from a collapsing bridge; Jessica, a mage seeking to avenge her brother; and Angelo, a Templar Knight with a penchant for flirting and gambling. Tracking Dhoulmagus' murderous path, the party journeys west, across the ocean. Eventually, the group hunts down Dhoulmagus and kills him, but Dhoulmagus' death fails to break the spell. Jessica claims Dhoulmagus' scepter, and soon after disappears. Jessica later returns, possessed by the staff and battles the remaining party members in an attempt to murder a young man. After the party releases Jessica from her possession, Jessica tells them that the scepter contains the spirit of Rhapthorne, the Lord of Darkness, who was imprisoned in the scepter long ago by seven sages. He seeks to escape from his prison by killing the descendants of the sages. When Jessica explains this, the scepter takes control of a magician’s dog, Sir Leopold, and kills the magician’s assistant, who was one of the descendants of the sages. The party attempts to seek out and defend the remaining descendants, but Leopold manages to murder most of them, until the scepter comes into the possession of Marcello, Angelo's power hungry half-brother. Marcello kills the last remaining descendant of the sages, but manages to contain Rhapthorne for a time. Eventually, the party engages Marcello for murdering a High priest, expending Marcello's energy and releasing Rhapthorne. The party, aided by the godbird Empryea, faces Rhapthorne and defeats him. With Rhapthorne dead, King Trode, Princess Medea, and the people of Trodain are returned to normal. Months later, the protagonist escorts Medea to Savella Cathedral for her arranged marriage to the spoiled Prince Charmles of Argonia, but before the ceremony can take place, the protagonist and Medea escape from Savella Cathedral and live happily together. In an alternate ending, it is discovered that the protagonist is the lost prince of Argonia. Because he is a prince, the King of Argonia decides to allow the protagonist to marry Medea."
Drakengard (USA).zip,Drakengard,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Drakengard%20%28USA%29.zip,30-Mar-2022 02:31,3.5 GiB,Action,7.7,https://thegamesdb.net/search.php?name=Drakengard&platform=11,https://thegamesdb.net/game.php?id=10720,"This sequel to the Square-Enix action game continues the multifaceted air and ground combat of the original. Drakengard 2 (known as Drag On Dragoon in Japan) takes place 18 years after the events of the original. The whereabouts of the original's hero, Caim, are unknown to anyone. A new young knight called Nowe serves as the playable main character. Together with his dragon, Legna, Nowe takes part in land and air-based battles, just like in the original, albeit with more refined gameplay. The kill-all mechanics and upgradable weapons of the original return with this title, with the promise of faster action. While on the ground, the game now lets you change freely between characters, with no limit. You'll want to switch characters in order to best match the enemy at hand. Other additions include new mega attacks while airborne."
Drakengard 2 (USA).zip,Drakengard 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Drakengard%202%20%28USA%29.zip,29-Mar-2022 02:58,2.5 GiB,Action,7.5,https://thegamesdb.net/search.php?name=Drakengard%202&platform=11,https://thegamesdb.net/game.php?id=10720,"This sequel to the Square-Enix action game continues the multifaceted air and ground combat of the original. Drakengard 2 (known as Drag On Dragoon in Japan) takes place 18 years after the events of the original. The whereabouts of the original's hero, Caim, are unknown to anyone. A new young knight called Nowe serves as the playable main character. Together with his dragon, Legna, Nowe takes part in land and air-based battles, just like in the original, albeit with more refined gameplay. The kill-all mechanics and upgradable weapons of the original return with this title, with the promise of faster action. While on the ground, the game now lets you change freely between characters, with no limit. You'll want to switch characters in order to best match the enemy at hand. Other additions include new mega attacks while airborne."
Dynasty Warriors 3 (USA).zip,Dynasty Warriors 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dynasty%20Warriors%203%20%28USA%29.zip,25-Apr-2022 19:51,1.4 GiB,Action,8.3,https://thegamesdb.net/search.php?name=Dynasty%20Warriors%203&platform=11,https://thegamesdb.net/game.php?id=124524,"See the legends of Fierce Warriors come alive! Plunge directly into battle as one of 9 historically inspired, devastatingly fierce warriors as you battle on foot and horseback. Join the ranks of heroes of old as you fight your way through hundreds of merciless warriors in your quest for the greatest prize of all - China!"
Dynasty Warriors 4 (USA).zip,Dynasty Warriors 4,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dynasty%20Warriors%204%20%28USA%29.zip,29-Mar-2022 06:52,2.1 GiB,Action,8.5,https://thegamesdb.net/search.php?name=Dynasty%20Warriors%204&platform=11,https://thegamesdb.net/game.php?id=108384,"Dynasty Warriors 4 takes battlefield action to the next level, allowing players to experience the thrill of taking on multiple opponents at once and fighting against impossible odds. A host of new features add greater depth to the gameplay, as well as more insight into the characters and turbulent events of the Three Kingdoms era. The concepts of Honor and Loyalty in the face of adversity serve as the main theme for the game. The obligations of generals to their Lords and Allies guide the paths of these warriors as the fight to unify a divided empire."
Dynasty Warriors 5 (USA).zip,Dynasty Warriors 5,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Dynasty%20Warriors%205%20%28USA%29.zip,28-Mar-2022 10:37,3.0 GiB,Action,8.4,https://thegamesdb.net/search.php?name=Dynasty%20Warriors%205&platform=11,https://thegamesdb.net/game.php?id=19744,"Dynasty Warriors 5: Xtreme Legends is a minor expansion to Dynasty Warriors 5. This game was released on November 16, 2005 and is playable only on the PlayStation 2 video game console. Dynasty Warriors 5: Xtreme Legends does not allow the player to play Musou Mode or Free Mode if the player does not possess the original Dynasty Warriors 5 game disk. New game modes included Destiny Mode, Xtreme Mode, and Legend Mode. Xtreme Mode is a parallel to Shura Mode in Dynasty Warriors 5 Special, in which the objective of the game is for the human-controlled character to survive as long as possible while collecting gold dropped by enemies to regain health and increase stats temporarily. In Destiny Mode, the player is first allowed to customize a character. After creating a personalized character, a player will be asked to join the Kingdom of Shu, Wei and Wu. While in this mode, you will be playing as a character with very few attacks (starting off with only 2 fundamental hits) and will be ""protected"" by a chosen officer near the character. The officer will heal the character continuously when injured during battle, so long as the character is nearby. A unique feature of Destiny Mode is that at times the player is given the option to betray one force, while setting a ruse for another. For example, a player receives a letter from Cao Cao, the King of Wei, in which he asks the player to defect from the Kingdom of Wu to the Kingdom of Wei. If the player defers the offer to switch sides their commander may approach them in the hopes of creating a ruse to destroy the opposing force. If the player chooses to accept the option from their commander they will fight for the other side temporarily. When the time is right their original commander will have them move the opposing commander to a set position which will trigger their ruse and supporting units will ambush the opposing commander to support the player's defection."
Enter the Matrix (USA) (v1.01).zip,Enter the Matrix,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Enter%20the%20Matrix%20%28USA%29%20%28v1.01%29.zip,29-Mar-2022 13:23,3.0 GiB,Action,6.8,https://thegamesdb.net/search.php?name=Enter%20the%20Matrix&platform=11,https://thegamesdb.net/game.php?id=90584,"No overview is currently available for this title, please feel free to add one."
Eternal Poison (USA).zip,Eternal Poison,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Eternal%20Poison%20%28USA%29.zip,28-Mar-2022 14:46,1.8 GiB,Action,7.8,https://thegamesdb.net/search.php?name=Eternal%20Poison&platform=11,https://thegamesdb.net/game.php?id=111475,"Eternal Poison is strategy RPG in which gamers travel through a dark, demon-infested world in an effort to save a kidnapped princess and recover a remarkably powerful treasure. Evil creatures known as Majin have kidnapped the Princess of Valdia, and adventurers from around the world have descended on the demonic realm of Besek, seeking the fame and fortune that come with rescuing the princess, or the unlimited power granted by Besek's legendary Eternal Poison treasure. There are five different parties for gamers to control, and each party offers a unique branching storyline as players travel further into hostile territory. Gamers will confront hundreds of demons along the way, and each creature can be captured and exploited, either for money and new spells, or for added protection in later battles. All copies of Eternal Poison come in a two-disc set that includes a soundtrack CD featuring selected music from the game. Features: Rescue a kidnapped princess or gain unlimited power by capturing a legendary treasure Each of the five different parties offers branching storylines Comes packaged with a special soundtrack CD"
Extermination (USA).zip,Extermination,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Extermination%20%28USA%29.zip,30-Mar-2022 02:39,669.0 MiB,Action,7.4,https://thegamesdb.net/search.php?name=Extermination&platform=11,https://thegamesdb.net/game.php?id=121888,"No overview is currently available for this title, please feel free to add one."
